city,lowPercent,postalCode,BridgeModificationTimestamp,highPercent,houseNumber,zipPlusFour,unitNumber,directionSuffix,Latitude,streetName,unitPrefix,id,state,directionPrefix,timestamp,zillowUrl,address,Coordinates,zpid,forecastStandardDeviation,Longitude,zestimate,rentalTimestamp,minus30,rentalLowPercent,houseNumberFraction,streetSuffix,rentalZestimate,rentalHighPercent,url
Miami Gardens,10,33054,2024-03-06T19:45:59.439Z,8,15331,2611,,,25.913932,29th,,b9e3cacfea1f4881b83e7e74df9432f1,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/62937177_zpid/,15331 NW 29th Ave Miami Gardens FL 33054,"[-80.247993, 25.913932]",62937177,,-80.247993,413200,2024-02-29T08:00:00.000Z,411900,11,,Ave,3200,9,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/b9e3cacfea1f4881b83e7e74df9432f1
Miami Gardens,9,33056,2024-03-06T19:16:47.044Z,7,3211,3439,,,25.939905,182nd,,d45a54c3cbde947158f5bc5c7f8bc3c2,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/62936265_zpid/,3211 NW 182nd St Miami Gardens FL 33056,"[-80.253822, 25.939905]",62936265,,-80.253822,431800,2024-02-29T08:00:00.000Z,429400,10,,St,3099,19,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/d45a54c3cbde947158f5bc5c7f8bc3c2
Miami Gardens,10,33054,2024-03-06T13:03:21.583Z,8,15400,2510,,,25.91419,30th,,86f7a2a7edc64c810b602faf6f45d559,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/44112873_zpid/,15400 NW 30th Ave Miami Gardens FL 33054,"[-80.249801, 25.91419]",44112873,,-80.249801,393200,2024-02-29T08:00:00.000Z,393500,10,,Ave,3200,19,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/86f7a2a7edc64c810b602faf6f45d559
Opa Locka,9,33055,2024-03-06T13:21:27.735Z,7,18002,3209,,,25.937055,47th,,b63e5855b4935a35195d0a505335d29c,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/44101389_zpid/,18002 NW 47th Pl Opa Locka FL 33055,"[-80.279098, 25.937055]",44101389,,-80.279098,463100,2024-02-29T08:00:00.000Z,464800,7,,Pl,3549,12,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/b63e5855b4935a35195d0a505335d29c
Miami,11,33167,2024-03-04T03:50:02.023Z,9,12530,2129,,,25.889144,18th,,1e72672cb3b53214e1bd32435178dacf,FL,NW,2024-02-29T08:00:00.000Z,https://www.zillow.com/homes/44117674_zpid/,12530 NW 18th Ct Miami FL 33167,"[-80.229698, 25.889144]",44117674,,-80.229698,405500,2024-02-27T08:00:00.000Z,410538,10,,Ct,3684,10,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/1e72672cb3b53214e1bd32435178dacf
Miami,14,33147,2024-03-06T14:22:09.262Z,11,2410,2418,,,25.860591,95th,,85fc35e4adc41a9ba4ea07c89a438065,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/44151332_zpid/,2410 NW 95th St Miami FL 33147,"[-80.238594, 25.860591]",44151332,,-80.238594,398700,2024-02-29T08:00:00.000Z,397400,11,,St,3699,8,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/85fc35e4adc41a9ba4ea07c89a438065
North Miami Beach,11,33162,2024-03-06T13:18:21.858Z,9,1555,5928,,,25.916925,153rd,,b502be07ce2f44c42dd442dc7d6c101b,FL,NE,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/43993290_zpid/,1555 NE 153rd Ter North Miami Beach FL 33162,"[-80.168518, 25.916925]",43993290,,-80.168518,427400,2024-02-29T08:00:00.000Z,424900,9,,Ter,3449,16,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/b502be07ce2f44c42dd442dc7d6c101b
Miami,11,33167,2024-03-04T03:36:32.094Z,9,12240,2111,,,25.8866,17th,,ca008af99accc1d1dd57cfe32b2093b8,FL,NW,2024-02-29T08:00:00.000Z,https://www.zillow.com/homes/44117786_zpid/,12240 NW 17th Ct Miami FL 33167,"[-80.227966, 25.8866]",44117786,,-80.227966,399700,2024-02-29T08:00:00.000Z,405024,9,,Ct,3599,11,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/ca008af99accc1d1dd57cfe32b2093b8
Miami Gardens,10,33056,2024-03-06T12:50:52.482Z,8,20520,1539,,,25.96326,24th,,d1a316a5effd0ef63bd7c5441e2b5fdd,FL,NW,2024-03-04T08:00:00.000Z,https://www.zillow.com/homes/44063896_zpid/,20520 NW 24th Ct Miami Gardens FL 33056,"[-80.243087, 25.96326]",44063896,,-80.243087,400500,2024-02-29T08:00:00.000Z,398900,10,,Ct,3099,14,api.bridgedataoutput.com/api/v2/zestimates_v2/zestimates/d1a316a5effd0ef63bd7c5441e2b5fdd
,,,,,,,,,,,,,,,,,,,,,,,,,,,,191667,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,300,004.00",,
